Code,Script,Glottocode,Name,Notes,Family,Subfamily_1,Subfamily_2,Full_Classification,Minimal Full Classification,Language,Code_orig,Sentences,Total patches,Total bytes,Avg b/patch,Avg patches/sent,Premium vs EN
urd,Arab,urdu1245,Urdu,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone > Western Hindi > Hindustani,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone,Urdu,urd_Arab,997,75618,221970,2.9354,75.8455,3.1292
uzn,Latn,nort2690,Northern Uzbek,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uzbek,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uzbek,Northern Uzbek,uzn_Latn,997,115930,141988,1.2248,116.2788,4.7974
uzs,Arab,sout2699,Southern Uzbek,dev only,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uzbek,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uzbek,Southern Uzbek,uzs_Arab,997,101096,239010,2.3642,101.4002,4.1836
vec,Latn,vene1259,Venetian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Dalmatian Romance > Venetian,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Dalmatian Romance,Venetian,vec_Latn,997,71321,132160,1.853,71.5356,2.9514
vie,Latn,viet1252,Vietnamese,,Austroasiatic,Vietic,Viet-Muong,Austroasiatic > Vietic > Viet-Muong,Austroasiatic > Vietic,Vietnamese,vie_Latn,997,42341,174819,4.1288,42.4684,1.7522
vmw,Latn,cent2033,Emakhuwa (Central),,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > North Mozambique Bantu > Makua-Lomwe > Makhuwa,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > North Mozambique Bantu,Makhuwa,vmw_Latn,997,119453,147904,1.2382,119.8124,4.9432
war,Latn,wara1300,Waray,,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > Central Bisayan > Warayan > Samar-Waray,Austronesian > Greater Central Philippine > Bisayan > Central Bisayan,Waray,war_Latn,997,91017,156419,1.7186,91.2909,3.7665
wol,Latn,nucl1347,Wolof,,Atlantic-Congo,North-Central Atlantic,Wolof-BKK,Atlantic-Congo > North-Central Atlantic > Wolof-BKK > Wolofic,Atlantic-Congo > North-Central Atlantic > Wolof-BKK,Wolof,wol_Latn,997,102493,124590,1.2156,102.8014,4.2414
wuu,Hans,suhu1238,Wu Chinese,dev only,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Wu-Hui Chinese > Wuic > Wu Chinese > Taihu,Sino-Tibetan > Sinitic > Wu-Hui Chinese,Wu Chinese,wuu_Hans,997,71216,117446,1.6492,71.4303,2.9471
xho,Latn,xhos1239,Xhosa,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40),Xhosa,xho_Latn,997,108255,133902,1.2369,108.5807,4.4798
ydd,Hebr,east2295,Eastern Yiddish,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > East Middle German > Schlesisch-Wilmesau,Indo-European > Germanic > West Germanic > High German > Middle German > East Middle German,Eastern Yiddish,ydd_Hebr,997,109275,243984,2.2328,109.6038,4.522
yor,Latn,yoru1245,Yoruba,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Defoid > Yoruboid > Edekiri > Ede > Eastern Ede > Southeastern Ede > Nuclear Yoruba > Lucumi-Yoruba,Atlantic-Congo > Volta-Congo > Benue-Congo > Defoid,Yoruba,yor_Latn,997,129820,161334,1.2428,130.2106,5.3722
yue,Hant,xian1255,Yue Chinese (Hong Kong Cantonese),,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Yue-Pinghua > Yue Chinese > Yuehai > Cantonese,Sino-Tibetan > Sinitic > Yue-Pinghua,Cantonese,yue_Hant,997,69866,110765,1.5854,70.0762,2.8912
zgh,Tfng,stan1324,Standard Moroccan Tamazight,,Afro-Asiatic,Berber,Kabyle-Atlas Berber,Afro-Asiatic > Berber > Kabyle-Atlas Berber > Atlas Berber > Central Moroccan Berber,Afro-Asiatic > Berber > Kabyle-Atlas Berber > Atlas Berber,Standard Moroccan Tamazight,zgh_Tfng,997,99857,286187,2.866,100.1575,4.1323
zsm,Latn,stan1306,Standard Malay,,Austronesian,Malayo-Polynesian,Malayo-Chamic,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Standard Malay-Indonesian,Austronesian > Malayo-Chamic > Malayic > Standard Malay-Indonesian,Standard Malay,zsm_Latn,997,50139,141021,2.8126,50.2899,2.0749
zul,Latn,zulu1248,Zulu,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40),Zulu,zul_Latn,997,112865,140368,1.2437,113.2046,4.6706
