Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.4688_bpp,combined_t_0.4688_pps,combined_t_0.9375_bpp,combined_t_0.9375_pps,norm_entropy_t_0.4072_bpp,norm_entropy_t_0.4072_pps,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.7222_bpp,norm_entropy_t_0.7222_pps,norm_entropy_t_1.0371_bpp,norm_entropy_t_1.0371_pps,raw_entropy_t_1.1904_bpp,raw_entropy_t_1.1904_pps,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.4946_bpp,raw_entropy_t_1.4946_pps,raw_entropy_t_1.7988_bpp,raw_entropy_t_1.7988_pps,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.5928_bpp,raw_monotonicity_t_0.5928_pps,raw_monotonicity_t_0.9496_bpp,raw_monotonicity_t_0.9496_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_pps_premium,combined_t_0.4688_pps_premium,combined_t_0.9375_pps_premium,norm_entropy_t_0.4072_pps_premium,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7222_pps_premium,norm_entropy_t_1.0371_pps_premium,raw_entropy_t_1.1904_pps_premium,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.4946_pps_premium,raw_entropy_t_1.7988_pps_premium,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5928_pps_premium,raw_monotonicity_t_0.9496_pps_premium
amer1254,spa,spa_Latn,997,,8721329091.0,8661896197.0,Spanish (Latin American),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic > Spanish,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic,2.7706,55.0552,3.1367,48.6289,3.5447,43.0321,5.1275,29.7482,3.1922,47.7834,3.5394,43.0963,4.163,36.6409,5.2629,28.9829,2.4511,62.2317,2.728,55.9147,3.1015,49.1805,4.0504,37.659,2.9135,52.3551,3.2374,47.1174,3.925,38.8626,5.1641,29.5376,1.5377,1.4817,1.4123,1.2902,1.3311,1.3136,1.282,1.2637,1.7077,1.7048,1.7003,1.6141,1.4533,1.4381,1.3643,1.2878
sard1257,srd,srd_Latn,997,[1],,,Sardinian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance,Indo-European > Italic,2.1234,70.9629,2.5805,58.3952,3.1087,48.4724,5.1963,28.999,2.8923,52.0983,3.3098,45.5276,4.1578,36.2417,5.9593,25.2859,1.2577,119.8084,1.3318,113.1474,1.4455,104.2457,1.7986,83.7793,2.5141,59.9358,2.816,53.5115,3.5224,42.7793,5.2618,28.6379,1.982,1.7793,1.5908,1.2577,1.4513,1.3877,1.268,1.1025,3.2876,3.4498,3.604,3.5909,1.6638,1.6333,1.5018,1.2486
serb1264,srp,srp_Cyrl,997,,428606923.0,426190099.0,Serbian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian > Shtokavski > New Shtokavian > Eastern Herzegovinian Shtokavian,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian,2.172,104.5657,2.5235,90.002,3.0154,75.318,5.6886,39.9248,3.6601,62.0522,4.13,54.992,5.0067,45.3621,6.6364,34.2227,3.4963,64.9599,4.2278,53.7192,5.2328,43.4022,7.4424,30.5165,2.3891,95.0652,2.7033,84.015,3.5121,64.667,5.799,39.1645,2.9206,2.7423,2.4718,1.7316,1.7286,1.6762,1.5871,1.4922,1.7825,1.6379,1.5005,1.308,2.6389,2.5643,2.2703,1.7075
swat1243,ssw,ssw_Latn,997,,76074.0,74395.0,Swati,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland > Swatic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Swatic,2.0079,70.3581,2.4764,57.0461,3.076,45.9268,6.1993,22.7884,2.676,52.7924,3.1556,44.7683,4.3795,32.2578,8.0429,17.5647,1.0893,129.6851,1.1123,127.013,1.1511,122.7252,1.2935,109.2207,2.4115,58.5817,2.736,51.6339,3.5799,39.4624,6.3254,22.334,1.9651,1.7382,1.5073,0.9883,1.4707,1.3646,1.1286,0.7659,3.5586,3.8725,4.2429,4.6814,1.6262,1.576,1.3854,0.9737
sund1252,sun,sun_Latn,997,,2136693.0,2127295.0,Sundanese,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian,Austronesian,2.0536,64.6229,2.4143,54.9699,2.839,46.7452,4.8509,27.3581,2.7047,49.0662,3.1361,42.317,4.1992,31.6038,6.7215,19.7442,1.1717,113.2608,1.2136,109.3531,1.2874,103.0812,1.5395,86.2016,2.3593,56.2497,2.6004,51.0341,3.1612,41.9809,4.9317,26.9097,1.8049,1.6749,1.5341,1.1865,1.3669,1.2899,1.1057,0.8609,3.1079,3.3341,3.5638,3.6947,1.5614,1.5577,1.4738,1.1732
swed1254,swe,swe_Latn,997,,1409838855.0,1398770001.0,Swedish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > North Scandinavian > East-Central Swedic > East Swedic,Indo-European > Germanic > North Germanic > North Scandinavian,2.494,52.9358,2.8938,45.6219,3.3151,39.8235,4.5725,28.8726,2.975,44.3761,3.3839,39.014,4.1548,31.7753,5.573,23.6891,1.7337,76.1515,1.8835,70.0913,2.1005,62.8506,2.7154,48.6199,2.7701,47.659,3.0493,43.2959,3.6053,36.6179,4.6092,28.6429,1.4785,1.3901,1.307,1.2522,1.2362,1.1892,1.1117,1.0329,2.0896,2.137,2.1729,2.0839,1.323,1.3215,1.2855,1.2488
swah1253,swh,swh_Latn,997,,16167752.0,16103776.0,Swahili,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu > Coastal NEC Bantu > Sabaki-Swahili > Swahili (G.40) > Mombasa-Lamu-Inland Swahili,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu,1.9203,68.8666,2.2304,59.2919,2.6383,50.1234,4.8166,27.4554,2.6751,49.4343,3.0888,42.8134,4.0609,32.5647,6.6981,19.7432,1.1106,119.0682,1.1387,116.1304,1.1833,111.7613,1.3701,96.5226,2.1868,60.4734,2.4034,55.0221,2.9693,44.5356,4.9039,26.9669,1.9235,1.8066,1.645,1.1908,1.3771,1.305,1.1394,0.8608,3.2673,3.5407,3.8639,4.1371,1.6787,1.6794,1.5635,1.1757
sile1253,szl,szl_Latn,997,,,,Silesian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,2.169,63.9609,2.6227,52.8957,3.1058,44.667,4.7099,29.4544,2.8053,49.4514,3.2521,42.658,4.1758,33.2217,6.2505,22.1946,1.3156,105.4453,1.3881,99.9378,1.4909,93.0502,1.7917,77.4303,2.5463,54.4814,2.8332,48.9649,3.4294,40.4524,4.7532,29.1866,1.7864,1.6117,1.4659,1.2774,1.3776,1.3003,1.1623,0.9677,2.8935,3.047,3.217,3.3188,1.5124,1.4945,1.4202,1.2725
tami1289,tam,tam_Taml,997,,85165919.0,84823478.0,Tamil,Taml,Abugida,3 bytes,Dravidian,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Tamiloid > Tamil-Paliyan,Dravidian > South Dravidian I > Tamil-Kota > Tamiloid,2.0959,190.8516,2.3129,172.9428,2.7306,146.4895,4.2475,94.1725,3.8254,104.5647,4.0589,98.5486,4.3524,91.9027,4.827,82.8666,3.4792,114.9689,3.8483,103.9428,4.1583,96.1936,4.6194,86.5908,2.1855,183.0261,2.4398,163.9478,3.1463,127.1324,4.2722,93.6279,5.3305,5.2695,4.8076,4.0843,2.9129,3.0039,3.2154,3.6131,3.1548,3.1691,3.3256,3.7114,5.0807,5.004,4.4632,4.082
tama1365,taq,taq_Latn,997,,,,Tamasheq (Latin script),Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Berber > Tuareg > Southern Tuareg,Afro-Asiatic > Berber > Tuareg,2.0988,60.8816,2.6194,48.7813,3.1962,39.9779,5.4467,23.4594,2.6402,48.3972,3.1358,40.7482,4.2585,30.005,7.057,18.1063,1.1008,116.0732,1.1195,114.1384,1.1463,111.4644,1.213,105.343,2.5515,50.0782,2.8736,44.4654,3.6142,35.3541,5.4965,23.2467,1.7004,1.4864,1.312,1.0174,1.3482,1.242,1.0498,0.7895,3.1851,3.48,3.8536,4.5152,1.3901,1.3572,1.2412,1.0135
tama1365,taq,taq_Tfng,997,,,,Tamasheq (Tifinagh script),Tfng,Alphabet,2 bytes,Afro-Asiatic,Afro-Asiatic > Berber > Tuareg > Southern Tuareg,Afro-Asiatic > Berber > Tuareg,2.2591,128.1394,2.5826,112.0893,2.8832,100.4022,3.4241,84.5416,3.1471,91.9819,3.2631,88.7121,3.4727,83.3591,3.9705,72.9067,1.9702,146.9268,2.2134,130.7834,2.4912,116.1996,2.9129,99.3761,2.5254,114.6259,2.7129,106.7041,3.0266,95.6429,3.3969,85.2187,3.579,3.4153,3.2951,3.6666,2.5624,2.704,2.9165,3.1789,4.0318,3.9875,4.0173,4.2594,3.1819,3.2568,3.3577,3.7154
tata1255,tat,tat_Cyrl,997,,13992169.0,13955010.0,Tatar,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak > Bashkiric,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak,1.9726,118.5517,2.363,98.9659,2.8838,81.0903,5.7003,41.0241,2.9545,79.1515,3.3432,69.9478,4.1324,56.5898,6.3484,36.8365,1.3956,167.5667,1.5469,151.1745,1.7819,131.2337,2.5568,91.4634,2.3102,101.2247,2.5928,90.1926,3.3358,70.1043,5.818,40.1946,3.3112,3.0155,2.6613,1.7792,2.205,2.1321,1.9799,1.6061,4.5981,4.6092,4.5371,3.9203,2.8099,2.7529,2.4611,1.7524
telu1262,tel,tel_Telu,997,,34841942.0,34709401.0,Telugu,Telu,Abugida,3 bytes,Dravidian,Dravidian > South Dravidian > South Dravidian II > Teluguic,Dravidian > South Dravidian II,2.1048,161.4554,2.255,150.7001,2.5518,133.1755,3.5957,94.5115,3.411,99.6299,3.606,94.2427,3.9842,85.2959,4.8654,69.8475,2.9953,113.4574,3.1671,107.3029,3.3416,101.6971,3.8032,89.3551,2.1874,155.3581,2.3567,144.1996,2.8066,121.0853,3.5857,94.7753,4.5095,4.5918,4.3707,4.099,2.7755,2.8726,2.9843,3.0455,3.1133,3.2716,3.5159,3.8299,4.3126,4.4013,4.2509,4.132
taji1245,tgk,tgk_Cyrl,997,,10533180.0,10506081.0,Tajik,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic > Eastern Farsic > Tajikic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian > Eastern Farsic > Tajikic,1.9565,130.0261,2.3283,109.2628,2.8237,90.0943,5.5064,46.2006,3.1411,80.991,3.5349,71.9679,4.2602,59.7151,6.074,41.8837,1.4555,174.7813,1.6385,155.2648,1.9373,131.3139,3.002,84.7432,2.2823,111.4654,2.5514,99.7091,3.2451,78.3962,5.6258,45.2207,3.6317,3.3292,2.9568,2.0037,2.2562,2.1936,2.0893,1.8262,4.7961,4.7339,4.5398,3.6322,3.0942,3.0433,2.7522,1.9715
thai1261,tha,tha_Thai,997,,745804664.0,741927782.0,Thai,Thai,Abugida,3 bytes,Tai-Kadai,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Thai PH > Lao-Thai,Tai-Kadai > Southwestern Thai PH,2.5328,137.2166,2.704,128.5296,2.9327,118.5085,3.3296,104.3791,3.3288,104.4042,3.4496,100.7503,3.714,93.5757,4.391,79.1494,3.0884,112.5326,3.1846,109.1344,3.2886,105.682,3.5791,97.1033,2.4693,140.7452,2.7452,126.6008,3.0801,112.8355,3.314,104.8726,3.8325,3.9163,3.8893,4.527,2.9085,3.071,3.274,3.4511,3.088,3.3274,3.6537,4.162,3.907,3.8641,3.9613,4.5722
tigr1271,tir,tir_Ethi,997,,1422770.0,1408041.0,Tigrinya,Ethi,Abugida,3 bytes,Afro-Asiatic,Afro-Asiatic > Semitic > West Semitic > Ethiosemitic,Afro-Asiatic > Semitic > Ethiosemitic,1.6305,135.5386,1.6593,133.1916,1.6911,130.681,1.9406,113.8837,3.1693,69.7322,3.2718,67.5476,3.4463,64.1274,3.939,56.1053,1.579,139.9639,1.6179,136.5938,1.6621,132.9679,2.0144,109.7101,1.6516,133.8084,1.6697,132.3591,1.7205,128.4483,1.9519,113.2207,3.7856,4.0583,4.2888,4.9392,1.9426,2.0589,2.2437,2.4463,3.8407,4.1646,4.597,4.7023,3.7144,4.0399,4.5094,4.9362
tokp1240,tpi,tpi_Latn,997,,,,Tok Pisin,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English > Pacific Creole English > Early Melanesian Pidgin,Indo-European > Germanic > West Germanic > North Sea Germanic > Pacific Creole English,2.1335,75.3601,2.5123,63.998,2.9589,54.339,4.8734,32.992,2.6957,59.6449,3.0986,51.8887,3.9704,40.4955,5.9791,26.8907,1.2527,128.3531,1.3,123.679,1.3681,117.5216,1.589,101.1846,2.4427,65.8215,2.7075,59.3842,3.304,48.663,4.9418,32.5356,2.1048,1.95,1.7833,1.4309,1.6616,1.5816,1.4168,1.1725,3.5221,3.7709,4.063,4.3369,1.8272,1.8125,1.7084,1.4185
tswa1253,tsn,tsn_Latn,997,,386856.0,383554.0,Tswana,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Central Sotho-Tswana,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana,1.9243,82.3521,2.3663,66.9679,2.9505,53.7091,5.9866,26.4704,2.7588,57.4403,3.1649,50.0712,4.0083,39.5346,6.4196,24.6851,1.1032,143.6459,1.1295,140.3009,1.17,135.4463,1.3116,120.8175,2.3092,68.6259,2.6206,60.4704,3.425,46.2688,6.0987,25.984,2.3001,2.0405,1.7627,1.148,1.6002,1.5262,1.3832,1.0763,3.9417,4.2777,4.6827,5.1784,1.905,1.8457,1.6244,1.1329
tson1249,tso,tso_Latn,997,,127912.0,127165.0,Tsonga,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Tsonga-Copi > Tswa-Ronga (S.50) > Tsongan,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Tsonga-Copi,1.9351,78.3561,2.3265,65.1745,2.8387,53.4132,5.415,28.001,2.684,56.4915,3.0828,49.1846,3.9848,38.0512,6.4156,23.6339,1.1138,136.1354,1.143,132.661,1.1894,127.4855,1.3654,111.0471,2.2682,66.8495,2.5463,59.5476,3.2446,46.7322,5.5095,27.5206,2.1885,1.9858,1.753,1.2144,1.5737,1.4992,1.3313,1.0305,3.7356,4.0447,4.4075,4.7596,1.8557,1.8175,1.6406,1.1998
turk1304,tuk,tuk_Latn,997,,3821690.0,3808159.0,Turkmen,Latn,Alphabet,1 byte,Turkic,Turkic > Common Turkic > Oghuz > Nuclear Oghuz > East Oghuz,Turkic > Common Turkic > Oghuz > East Oghuz,2.0126,72.9609,2.6268,55.8997,3.2801,44.7663,6.2408,23.5286,2.7151,54.0822,3.3583,43.7232,5.0014,29.3591,8.2292,17.8435,1.091,134.5878,1.1099,132.2999,1.1373,129.1073,1.2287,119.5025,2.5568,57.4313,2.9352,50.0271,3.7767,38.8796,6.3441,23.1454,2.0378,1.7032,1.4692,1.0204,1.5066,1.3327,1.0272,0.778,3.6932,4.0337,4.4636,5.122,1.5942,1.5269,1.3649,1.0091
tumb1250,tum,tum_Latn,997,,,,Tumbuka,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Tumbukic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Tumbuka-Sena-Nyanja > Tumbukic,1.9595,84.7392,2.3646,70.2217,2.9069,57.1224,5.78,28.7282,2.7257,60.9188,3.1715,52.3561,4.1973,39.5607,7.086,23.4333,1.1265,147.3982,1.1552,143.7442,1.2004,138.324,1.365,121.651,2.3075,71.9609,2.5994,63.8786,3.3639,49.3611,5.9011,28.1384,2.3668,2.1396,1.8747,1.246,1.6971,1.5959,1.3841,1.0217,4.0447,4.3827,4.7822,5.2141,1.9976,1.9497,1.7329,1.2268
nucl1301,tur,tur_Latn,997,,1975738495.0,1964050769.0,Turkish,Latn,Alphabet,1 byte,Turkic,Turkic > Common Turkic > Oghuz > Nuclear Oghuz > West Oghuz,Turkic > Common Turkic > Oghuz > West Oghuz,2.065,67.992,2.427,57.8485,2.7814,50.4774,4.1701,33.668,2.7352,51.331,3.2281,43.4935,4.4449,31.5868,7.3046,19.2207,1.2862,109.1605,1.3392,104.8385,1.4199,98.8776,1.6966,82.7543,2.3699,59.2427,2.5822,54.3721,3.0445,46.1163,4.2079,33.3661,1.899,1.7626,1.6566,1.4602,1.43,1.3257,1.1051,0.8381,2.9954,3.1965,3.4184,3.547,1.6445,1.6595,1.619,1.4547
akua1239,twi,twi_Latn_akua1239,997,,,,Akuapem Twi,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Central Tano > Akanic > Akan > Twi,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo,2.0384,65.1825,2.644,50.2528,3.4109,38.9539,6.6893,19.8626,2.5498,52.1093,2.9878,44.4694,4.0149,33.0933,7.5112,17.6891,1.0956,121.2698,1.1146,119.2056,1.139,116.6479,1.2077,110.015,2.565,51.8004,2.9852,44.5085,3.9955,33.2538,6.7946,19.5547,1.8206,1.5312,1.2784,0.8614,1.4516,1.3555,1.1578,0.7713,3.3277,3.6345,4.0328,4.7154,1.4379,1.3585,1.1674,0.8525
asan1239,twi,twi_Latn_asan1239,997,,,,Asante Twi,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Central Tano > Akanic > Akan > Twi,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo,2.0296,67.8656,2.6086,52.8024,3.3439,41.1906,6.4442,21.3741,2.5295,54.4524,2.9686,46.3982,3.9987,34.4453,7.4861,18.3992,1.1017,125.0271,1.1195,123.0351,1.1432,120.4804,1.207,114.1143,2.5267,54.5125,2.9317,46.9819,3.9093,35.2337,6.5256,21.1073,1.8955,1.6089,1.3518,0.927,1.5169,1.4143,1.2052,0.8022,3.4308,3.7513,4.1653,4.8911,1.5132,1.434,1.2369,0.9202
tuvi1240,tyv,tyv_Cyrl,997,,,,Tuvan,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Common Turkic > South Siberian Turkic > Sayan-Yenisei Turkic > Sayan,Turkic > Common Turkic > South Siberian Turkic > Sayan,2.0003,132.6158,2.3209,114.2989,2.73,97.1695,4.9348,53.7563,2.9545,89.7854,3.3014,80.3521,3.9451,67.2417,5.7672,45.997,1.5646,169.5426,1.7551,151.1464,2.0558,129.0401,3.0009,88.3982,2.2765,116.5286,2.5003,106.0953,3.0788,86.1615,5.0393,52.6409,3.704,3.4827,3.189,2.3314,2.5012,2.4492,2.3526,2.0056,4.6524,4.6083,4.4612,3.7889,3.2347,3.2382,3.0249,2.295
uigh1240,uig,uig_Arab,997,,2481026.0,2473081.0,Uyghur,Arab,Abjad,2 bytes,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uyghuric,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uyghuric,2.0039,124.1936,2.6212,94.9468,3.5373,70.3561,10.4645,23.7823,3.0827,80.7302,3.4894,71.321,4.2446,58.6319,6.3783,39.0181,1.1375,218.7783,1.2151,204.8205,1.3648,182.3531,2.1261,117.0562,2.5439,97.8305,3.0069,82.7673,4.4538,55.8786,10.8252,22.99,3.4688,2.893,2.309,1.0314,2.249,2.1739,2.0514,1.7013,6.0034,6.2448,6.3044,5.0172,2.7157,2.5262,1.9617,1.0023
ukra1253,ukr,ukr_Cyrl,997,,911455063.0,899679131.0,Ukrainian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic > Ukrainian-Rusyn,Indo-European > Balto-Slavic > Slavic > East Slavic > Ukrainian-Rusyn,2.3536,100.3531,2.7572,85.661,3.3235,71.0662,6.7239,35.1264,3.8345,61.5958,4.3333,54.5055,5.2254,45.1996,6.8102,34.681,4.1947,56.3059,5.0723,46.5637,6.145,38.4353,8.2583,28.5998,2.5633,92.1414,2.9446,80.2106,3.9208,60.2397,6.8346,34.5577,2.8029,2.6101,2.3323,1.5234,1.7159,1.6614,1.5814,1.5122,1.5451,1.4197,1.3288,1.2258,2.5578,2.4482,2.1148,1.5066
umbu1257,umb,umb_Latn,997,,,,Umbundu,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Njila > Southern Njila > Kunene,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Njila > Southern Njila > Kunene,1.9948,65.4965,2.408,54.2588,2.9441,44.3781,5.6371,23.1775,2.6811,48.7322,3.19,40.9579,4.4858,29.1264,7.5576,17.2879,1.1147,117.2076,1.1391,114.7011,1.1769,111.0191,1.2996,100.5316,2.3523,55.5436,2.645,49.3962,3.3993,38.4353,5.746,22.7382,1.8293,1.6532,1.4564,1.0052,1.3576,1.2484,1.0191,0.7538,3.2163,3.4972,3.8382,4.3089,1.5418,1.5077,1.3493,0.9913
urdu1245,urd,urd_Arab,997,,52677605.0,52410770.0,Urdu,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone > Western Hindi > Hindustani,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Indo-Aryan Central zone,1.9317,115.2568,2.6118,85.2437,3.5754,62.2698,9.4924,23.4544,3.3479,66.5015,4.0268,55.2889,5.0444,44.1354,6.9429,32.0672,1.2568,177.1404,1.397,159.3671,1.6884,131.8596,3.4081,65.326,2.5287,88.0431,3.0311,73.4514,4.4776,49.7222,9.8074,22.7011,3.2192,2.5973,2.0436,1.0172,1.8526,1.6853,1.5442,1.3982,4.8608,4.859,4.5587,2.8,2.444,2.2419,1.7456,0.9897
nort2690,uzn,uzn_Latn,997,,36822402.0,36635418.0,Northern Uzbek,Latn,Alphabet,1 byte,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uzbek,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uzbek,2.0335,70.0331,2.5289,56.3159,3.0653,46.4604,5.6255,25.3159,2.7305,52.1565,3.2589,43.7001,4.6004,30.9569,7.7373,18.4062,1.08,131.8606,1.0987,129.6179,1.1306,125.9659,1.2524,113.7161,2.4669,57.7312,2.7768,51.2879,3.4687,41.0572,5.7256,24.8736,1.956,1.7159,1.5248,1.098,1.453,1.332,1.0831,0.8025,3.6183,3.952,4.3549,4.874,1.6026,1.5654,1.4414,1.0844
sout2699,uzs,uzs_Arab,997,dev only,36822402.0,36635418.0,Southern Uzbek,Arab,Abjad,2 bytes,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uzbek,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Uzbek,1.9871,120.6449,2.6828,89.3571,3.5676,67.1966,7.632,31.4112,2.8298,84.7151,3.5717,67.1184,5.1389,46.6499,8.2722,28.9799,1.2593,190.3661,1.3735,174.5336,1.5694,152.7543,2.6861,89.2467,2.5877,92.6409,3.0795,77.8455,4.3173,55.5276,7.8231,30.6439,3.3696,2.7227,2.2053,1.3623,2.36,2.0458,1.6322,1.2636,5.2238,5.3214,5.2811,3.8252,2.5716,2.376,1.9494,1.336
vene1259,vec,vec_Latn,997,,,,Venetian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Dalmatian Romance > Venetian,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Dalmatian Romance,2.1423,61.8756,2.5479,52.0261,2.9982,44.2126,4.7591,27.8536,2.9091,45.5667,3.3024,40.1394,4.0776,32.5085,5.6694,23.3811,1.3311,99.5858,1.4171,93.5426,1.5453,85.7834,1.9315,68.6299,2.4775,53.5045,2.7393,48.3912,3.3462,39.6148,4.81,27.5587,1.7282,1.5852,1.451,1.208,1.2694,1.2235,1.1374,1.0195,2.7327,2.852,2.9657,2.9416,1.4852,1.477,1.3907,1.2015
