Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.4688_bpp,combined_t_0.4688_pps,combined_t_0.9375_bpp,combined_t_0.9375_pps,norm_entropy_t_0.4072_bpp,norm_entropy_t_0.4072_pps,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.7222_bpp,norm_entropy_t_0.7222_pps,norm_entropy_t_1.0371_bpp,norm_entropy_t_1.0371_pps,raw_entropy_t_1.1904_bpp,raw_entropy_t_1.1904_pps,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.4946_bpp,raw_entropy_t_1.4946_pps,raw_entropy_t_1.7988_bpp,raw_entropy_t_1.7988_pps,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.5928_bpp,raw_monotonicity_t_0.5928_pps,raw_monotonicity_t_0.9496_bpp,raw_monotonicity_t_0.9496_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_pps_premium,combined_t_0.4688_pps_premium,combined_t_0.9375_pps_premium,norm_entropy_t_0.4072_pps_premium,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7222_pps_premium,norm_entropy_t_1.0371_pps_premium,raw_entropy_t_1.1904_pps_premium,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.4946_pps_premium,raw_entropy_t_1.7988_pps_premium,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5928_pps_premium,raw_monotonicity_t_0.9496_pps_premium
ital1282,ita,ita_Latn,997,,4769480161.0,4737665600.0,Italian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Central Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Central Italian Romance,2.6269,56.5817,3.0542,48.665,3.5453,41.9238,5.251,28.3059,3.163,46.991,3.5205,42.2197,4.1412,35.8917,5.3701,27.678,2.1718,68.4383,2.4607,60.4032,2.8504,52.1454,3.7852,39.2668,2.8589,51.99,3.213,46.2598,3.9357,37.7653,5.296,28.0652,1.5803,1.4828,1.3759,1.2276,1.3091,1.2869,1.2558,1.2068,1.878,1.8417,1.8028,1.683,1.4432,1.4119,1.3258,1.2236
java1254,jav,jav_Latn,997,,4250233.0,4240636.0,Javanese,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Javanesic > Modern Javanese > Global Javanese,Austronesian > Javanesic,2.0654,63.4022,2.4074,54.3942,2.7886,46.9589,4.573,28.6349,2.7469,47.671,3.1601,41.4383,4.1133,31.8355,6.4358,20.347,1.1889,110.1464,1.2385,105.7352,1.3249,98.8395,1.6121,81.2277,2.3584,55.5236,2.5819,50.7182,3.0789,42.5306,4.6509,28.1555,1.7708,1.6574,1.5411,1.2419,1.328,1.2631,1.1138,0.8872,3.0225,3.2238,3.4171,3.4815,1.5413,1.548,1.4931,1.2275
nucl1643,jpn,jpn_Jpan,997,,9870174960.0,9822995554.0,Japanese,Jpan,Logosyllabary,3 bytes,Japonic,Japonic > Japanesic > Japan-Taiwan Japanese,Japonic,2.2373,71.7523,2.5406,63.1866,2.8952,55.4473,4.5283,35.4504,3.1051,51.6991,3.4324,46.7683,4.2132,38.1013,6.2205,25.8064,2.3023,69.7272,2.5912,61.9509,2.8824,55.6931,3.7281,43.0592,2.3638,67.9117,2.6246,61.1635,3.2132,49.9599,4.515,35.5547,2.0041,1.9253,1.8197,1.5375,1.4402,1.4255,1.3331,1.1252,1.9134,1.8888,1.9254,1.8456,1.8852,1.8668,1.7539,1.5501
kaby1243,kab,kab_Latn,997,,,,Kabyle,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Berber > Kabyle-Atlas Berber,Afro-Asiatic > Berber > Kabyle-Atlas Berber,2.0371,65.3641,2.6126,50.9659,3.2736,40.674,5.9972,22.2026,2.7011,49.2959,3.2748,40.66,4.5894,29.013,7.7389,17.2056,1.0658,124.9318,1.0783,123.4804,1.0972,121.3611,1.143,116.4955,2.5434,52.3521,2.907,45.8034,3.7679,35.339,6.0745,21.9198,1.8256,1.5529,1.3349,0.9629,1.3733,1.2394,1.0151,0.7502,3.4282,3.7648,4.1957,4.9932,1.4533,1.398,1.2406,0.9557
kach1280,kac,kac_Latn,997,,,,Jingpho,Latn,Alphabet,1 byte,Sino-Tibetan,Sino-Tibetan > Brahmaputran > Jingpho-Luish > Jingpho,Sino-Tibetan > Brahmaputran > Jingpho-Luish,2.0078,79.0271,2.3181,68.4483,2.717,58.3982,4.7702,33.2618,2.6171,60.6259,2.9501,53.7844,3.6971,42.9168,6.1184,25.9328,1.1449,138.5918,1.1813,134.317,1.2401,127.9458,1.4572,108.8816,2.2731,69.8034,2.4901,63.7192,3.0412,52.1725,4.8454,32.7462,2.2073,2.0856,1.9166,1.4426,1.6889,1.6394,1.5015,1.1307,3.803,4.0952,4.4234,4.6668,1.9377,1.9448,1.8316,1.4277
kamb1297,kam,kam_Latn,997,,,,Kamba,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Central Kenya Bantu > Kamba-Dhaisu,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Central Kenya Bantu > Kamba-Dhaisu,1.9814,64.5527,2.4381,52.4624,3.0118,42.4684,5.6806,22.5165,2.6934,47.4885,3.159,40.4895,4.2741,29.9258,7.1186,17.9679,1.1053,115.7192,1.1311,113.0792,1.1708,109.2457,1.3053,97.99,2.377,53.8094,2.6848,47.6419,3.45,37.0742,5.7708,22.1645,1.803,1.5985,1.3938,0.9765,1.3229,1.2342,1.047,0.7834,3.1754,3.4477,3.7769,4.2,1.4937,1.4541,1.3016,0.9663
nucl1305,kan,kan_Knda,997,,23282397.0,23203388.0,Kannada,Knda,Abugida,3 bytes,Dravidian,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Badaga-Kannada > Kannadoid > Nuclear Kannaoid,Dravidian > South Dravidian I > Badaga-Kannada,2.1481,166.9077,2.3667,151.4905,2.6467,135.4624,3.6497,98.2357,3.5373,101.3591,3.7152,96.5035,4.0385,88.7783,4.8086,74.5617,2.9804,120.2969,3.2141,111.5496,3.4198,104.8395,3.8401,93.3671,2.2867,156.7934,2.4686,145.2367,2.8538,125.6339,3.6393,98.5186,4.6618,4.6159,4.4457,4.2605,2.8236,2.9415,3.1061,3.251,3.301,3.4011,3.6246,4.0018,4.3525,4.4329,4.4106,4.2952
kash1277,kas,kas_Arab,997,,6537.0,6503.0,Kashmiri (Arabic script),Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Eastern Dardic > Kashmiric,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Eastern Dardic > Kashmiric,1.9496,111.5607,2.6004,83.6399,3.5082,61.997,8.7447,24.8716,3.3993,63.9819,3.8967,55.8154,4.6839,46.4343,6.5342,33.2859,1.1819,184.0221,1.2845,169.322,1.4841,146.5486,2.6701,81.4574,2.5212,86.2668,2.9915,72.7051,4.3056,50.5145,9.0107,24.1374,3.1159,2.5485,2.0347,1.0787,1.7824,1.7013,1.6246,1.4513,5.0497,5.1625,5.0665,3.4914,2.3947,2.2191,1.7734,1.0523
kash1277,kas,kas_Deva,997,,6537.0,6503.0,Kashmiri (Devanagari script),Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Eastern Dardic > Kashmiric,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Eastern Dardic > Kashmiric,2.3343,129.8034,2.5233,120.0802,2.6978,112.3129,3.5852,84.5135,3.3911,89.3511,3.5578,85.1635,3.9707,76.3069,4.8672,62.2528,3.1004,97.7262,3.2265,93.9077,3.3526,90.3761,3.827,79.1725,2.4611,123.1123,2.5749,117.673,2.9034,104.3581,3.561,85.0863,3.6254,3.6588,3.686,3.6654,2.4891,2.5959,2.6698,2.7143,2.6817,2.8632,3.1245,3.3934,3.4175,3.5916,3.6637,3.7096
nucl1302,kat,kat_Geor,997,,79782785.0,79423527.0,Georgian,Geor,Alphabet,2 bytes,Kartvelian,Kartvelian > Georgian-Zan > Georgic,Kartvelian,2.995,124.8014,3.0368,123.0832,3.0658,121.9178,3.1388,119.0843,3.1584,118.344,3.2232,115.9639,3.3576,111.322,3.8614,96.7994,2.9837,125.2718,3.0802,121.348,3.1558,118.4423,3.3018,113.2046,3.0229,123.6489,3.0478,122.6399,3.0836,121.2146,3.1408,119.007,3.4857,3.7503,4.0012,5.1647,3.2968,3.5347,3.8949,4.2206,3.4375,3.6998,4.0948,4.8521,3.4324,3.7432,4.2555,5.1885
kaza1248,kaz,kaz_Cyrl,997,,49599181.0,49321690.0,Kazakh,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > South Kipchak,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > South Kipchak,1.9697,120.664,2.3641,100.5316,2.8921,82.1775,5.7791,41.1254,3.0098,78.9639,3.392,70.0682,4.1446,57.344,6.3101,37.665,1.374,172.9739,1.5282,155.5256,1.7745,133.9378,2.636,90.1625,2.311,102.8435,2.5992,91.4383,3.3495,70.9569,5.9063,40.2397,3.3702,3.0632,2.697,1.7836,2.1998,2.1357,2.0063,1.6423,4.7465,4.7419,4.6306,3.8645,2.8549,2.7909,2.4911,1.7544
kabi1261,kbp,kbp_Latn,997,,,,Kabiyè,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Southern Central Gur > Grusi > East-West Grusi > Eastern Grusi > Kabiyeic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Southern Central Gur,1.9418,89.5908,2.5078,69.3691,3.2122,54.1585,6.3303,27.4814,2.4689,70.4624,2.8644,60.7342,3.8763,44.8796,8.2479,21.0923,1.0714,162.3721,1.0881,159.8786,1.1131,156.2919,1.1813,147.2678,2.4377,71.3641,2.8235,61.6138,3.7686,46.1625,6.4184,27.1043,2.5023,2.1137,1.7774,1.1919,1.9629,1.8512,1.5702,0.9197,4.4556,4.8746,5.4034,6.3121,1.981,1.8806,1.6206,1.1817
kabu1256,kea,kea_Latn,997,,,,Kabuverdianu,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,2.0554,62.2608,2.4496,52.2417,2.9299,43.678,5.0728,25.2277,2.8436,45.004,3.2876,38.9268,4.2051,30.4333,6.0246,21.2417,1.1972,106.8987,1.2455,102.7482,1.322,96.8014,1.5566,82.2136,2.3934,53.4694,2.6599,48.1123,3.3075,38.6921,5.1359,24.9178,1.739,1.5918,1.4335,1.0941,1.2537,1.1865,1.0648,0.9262,2.9334,3.1327,3.3467,3.5238,1.4843,1.4685,1.3584,1.0864
halh1238,khk,khk_Cyrl,997,,,,Halh Mongolian (Cyrillic script),Cyrl,Alphabet,2 bytes,Mongolic-Khitan,Mongolic-Khitan > Mongolic > Eastern Mongolic > Khalkha-Buriat > Mongolian,Mongolic-Khitan,2.0033,121.0562,2.2896,105.9208,2.6407,91.8355,4.5934,52.7964,2.8913,83.8776,3.1775,76.322,3.7752,64.2377,5.7636,42.0762,1.4744,164.4814,1.6639,145.7503,1.9476,124.5186,2.706,89.6219,2.2527,107.653,2.4474,99.0913,2.9494,82.2247,4.6851,51.7623,3.3811,3.2274,3.0139,2.2898,2.3366,2.3264,2.2475,1.8346,4.5135,4.4438,4.3049,3.8413,2.9884,3.0245,2.8866,2.2567
cent1989,khm,khm_Khmr,997,,18592345.0,18501397.0,Khmer (Central),Khmr,Abugida,3 bytes,Austroasiatic,Austroasiatic > Khmeric,Austroasiatic > Khmeric,1.9403,220.8355,2.1291,201.2588,2.5556,167.671,3.2609,131.4022,3.3094,129.4774,3.3801,126.7703,3.5267,121.5015,3.8949,110.014,3.0024,142.7172,3.089,138.7182,3.1549,135.8205,3.2624,131.344,1.9803,216.3751,2.2744,188.4032,2.8812,148.7192,3.2666,131.1765,6.168,6.1323,5.5028,5.699,3.6069,3.8641,4.251,4.7968,3.9163,4.2294,4.6956,5.6296,6.0064,5.7504,5.2211,5.719
kiku1240,kik,kik_Latn,997,,,,Kikuyu,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Central Kenya Bantu > Gikuyu-Temi,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Central Kenya Bantu > Gikuyu-Temi,1.9943,82.2658,2.6371,62.2136,3.4273,47.8686,6.8086,24.0963,2.7576,59.4935,3.3564,48.8796,4.8356,33.9278,7.8173,20.987,1.0989,149.2999,1.1192,146.5898,1.1479,142.9258,1.2305,133.333,2.5557,64.1946,2.9903,54.8636,4.0341,40.669,6.9095,23.7442,2.2977,1.8956,1.571,1.0451,1.6574,1.4899,1.187,0.9151,4.0969,4.4694,4.9413,5.7148,1.782,1.6745,1.4278,1.0352
kiny1244,kin,kin_Latn,997,,3922986.0,3902109.0,Kinyarwanda,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > West Highlands Kivu,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu,1.9689,72.9539,2.3418,61.336,2.8398,50.5797,5.6185,25.5647,2.6987,53.2247,3.1609,45.4413,4.3221,33.2327,7.3809,19.4604,1.1066,129.8024,1.1313,126.9609,1.1694,122.8315,1.3157,109.1675,2.2848,62.8666,2.5539,56.2407,3.2781,43.8175,5.7374,25.0351,2.0376,1.8689,1.66,1.1088,1.4827,1.3851,1.1627,0.8485,3.5619,3.8709,4.2466,4.6791,1.7451,1.7166,1.5383,1.0915
kirg1245,kir,kir_Cyrl,997,,13210321.0,13166423.0,Kyrgyz,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > East Kipchak,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > East Kipchak,1.9791,119.4413,2.3139,102.1585,2.747,86.0522,5.1739,45.6891,2.9993,78.8144,3.362,70.3129,4.1014,57.6369,6.2409,37.8776,1.5075,156.8044,1.6876,140.0762,1.9729,119.8185,2.9106,81.2166,2.2667,104.2899,2.5063,94.319,3.1294,75.5386,5.2799,44.7713,3.336,3.1127,2.8241,1.9816,2.1956,2.1432,2.0166,1.6515,4.3028,4.2708,4.1424,3.4811,2.895,2.8788,2.6519,1.9519
khak1248,kjh,kjh_Cyrl,997,,,,Khakas,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Common Turkic > South Siberian Turkic > Sayan-Yenisei Turkic > Yenisey Turkic,Turkic > Common Turkic > South Siberian Turkic > Yenisey Turkic,1.9804,127.5065,2.3629,106.8626,2.8845,87.5396,5.6157,44.9649,2.9828,84.656,3.3504,75.3661,4.0878,61.7713,6.0209,41.9388,1.5109,167.1244,1.7028,148.2939,1.9934,126.674,2.9508,85.5727,2.3109,109.2698,2.5916,97.4333,3.3297,75.8355,5.7283,44.0812,3.5613,3.2561,2.8729,1.9501,2.3583,2.2972,2.1612,1.8286,4.586,4.5214,4.3794,3.6678,3.0332,2.9739,2.6623,1.9219
kimb1241,kmb,kmb_Latn,997,,,,Kimbundu,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Njila > Northern Njila > Mbundu (H.20),Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Njila > Northern Njila,1.9429,72.1003,2.2836,61.343,2.7361,51.1986,5.2443,26.7121,2.6731,52.4062,3.0706,45.6209,4.0042,34.985,6.7762,20.673,1.1141,125.7342,1.1446,122.3932,1.1929,117.4283,1.3874,100.9719,2.2375,62.6078,2.4772,56.5496,3.1133,44.996,5.3503,26.1825,2.0138,1.8691,1.6803,1.1585,1.4599,1.3906,1.224,0.9014,3.4502,3.7317,4.0598,4.3278,1.7379,1.726,1.5797,1.1415
nort2641,kmr,kmr_Latn,997,,12098280.0,12051123.0,Northern Kurdish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Central Iranian PBS > Central Iranian PB > Northwestern Iranian > Laki-Kurdish > Kurdish,Indo-European > Indo-Iranian > Iranian-Nuristani > Central Iranian PBS,1.9665,70.8495,2.4801,56.1765,3.0579,45.5627,5.9109,23.5707,2.866,48.6138,3.4369,40.5376,4.7084,29.5908,6.6731,20.8786,1.074,129.7222,1.0899,127.8335,1.1128,125.2056,1.19,117.0752,2.4185,57.6068,2.7357,50.9278,3.5143,39.6449,6.0201,23.1434,1.9788,1.7117,1.4953,1.0223,1.3543,1.2356,1.0353,0.9103,3.5597,3.8976,4.3287,5.018,1.5991,1.5544,1.3918,1.009
cent2050,knc,knc_Arab,997,,,,Central Kanuri (Arabic script),Arab,Abjad,2 bytes,Saharan,Saharan > Western Saharan > Kanuri-Kanembu > Kanuric > East Kanuri,Saharan,1.9402,103.9719,2.1418,94.1866,2.3294,86.6008,3.1502,64.0381,2.8655,70.3992,3.0797,65.5035,3.5263,57.2076,4.8203,41.8506,1.8289,110.3009,2.1441,94.0873,2.4777,81.4193,3.0763,65.5757,2.1159,95.341,2.2305,90.4413,2.4718,81.6128,3.188,63.2778,2.904,2.8698,2.8421,2.7774,1.9612,1.9966,2.0015,1.8248,3.0267,2.8687,2.8149,2.8107,2.6466,2.7604,2.8652,2.7588
cent2050,knc,knc_Latn,997,,,,Central Kanuri (Latin script),Latn,Alphabet,1 byte,Saharan,Saharan > Western Saharan > Kanuri-Kanembu > Kanuric > East Kanuri,Saharan,2.0161,69.2939,2.4924,56.0532,3.0504,45.7984,5.4854,25.4684,2.5538,54.7041,3.0278,46.1414,4.1835,33.3942,7.8023,17.9057,1.1314,123.4814,1.1519,121.2778,1.1803,118.3681,1.2606,110.8255,2.428,57.5396,2.7409,50.9709,3.4879,40.0542,5.5574,25.1384,1.9354,1.7079,1.503,1.1046,1.5239,1.4064,1.1684,0.7807,3.3884,3.6977,4.0923,4.7501,1.5973,1.5557,1.4062,1.096
kore1280,kor,kor_Hang,997,,1405630472.0,1399528315.0,Korean,Hang,Syllabary,3 bytes,Koreanic,Koreanic,Koreanic,2.0643,73.329,2.3902,63.33,2.7612,54.8205,4.3695,34.6429,3.2584,46.4554,3.7465,40.4032,4.5784,33.0622,6.0933,24.8425,1.8248,82.9519,2.0792,72.8024,2.5179,60.1184,3.7317,40.5637,2.3045,65.6841,2.5378,59.6469,3.0653,49.3831,4.4316,34.1575,2.0481,1.9296,1.7991,1.5025,1.2941,1.2315,1.1568,1.0832,2.2763,2.2197,2.0784,1.7386,1.8233,1.8205,1.7337,1.4892
kitu1246,ktu,ktu_Latn,997,,,,Kituba (DRC),Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > West-Coastal Bantu > Nzadic > Lweric > Dingic > Loange-Atlantic > KLC Extended > Kikongo Language Cluster > Nuclear KLC > Kikongoic > Kambakunyic Kikongo > Kilaadic Kikongo > Central-Southern Kikongo > Southeastern Kikongo > Southern Kikongo > Koongo-Kituba,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > West-Coastal Bantu,1.9015,75.4213,2.2244,64.4754,2.6657,53.8014,4.9959,28.7071,2.6263,54.6088,2.9857,48.0341,3.8036,37.7061,6.5969,21.7402,1.1635,123.2648,1.2036,119.1615,1.2675,113.1484,1.5079,95.1093,2.1784,65.8355,2.4166,59.347,3.0343,47.2658,5.103,28.1043,2.1065,1.9645,1.7657,1.245,1.5213,1.4641,1.3192,0.9479,3.3825,3.6331,3.9118,4.0765,1.8275,1.8114,1.6594,1.2253
laoo1244,lao,lao_Laoo,997,,6916724.0,6876348.0,Lao,Laoo,Abugida,3 bytes,Tai-Kadai,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Thai PH > Lao-Thai,Tai-Kadai > Southwestern Thai PH,1.8517,186.8084,2.0431,169.3129,2.3493,147.2417,2.9585,116.9238,3.0709,112.6419,3.1425,110.0782,3.2528,106.343,3.5713,96.8586,2.6427,130.8937,2.7809,124.3912,2.8771,120.2287,2.9991,115.339,1.9594,176.5376,2.1613,160.0491,2.5377,136.3109,2.9426,117.5537,5.2176,5.1589,4.8323,5.071,3.1379,3.3553,3.7207,4.2232,3.5918,3.7926,4.1566,4.9436,4.9005,4.885,4.7854,5.1251
geno1240,lij,lij_Latn,997,,,,Ligurian (Genoese),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Ligurian,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Ligurian,2.147,68.2317,2.5669,57.0702,3.0564,47.9298,4.9452,29.6229,2.8857,50.7643,3.2798,44.665,4.0552,36.1244,5.6629,25.8686,1.3171,111.2187,1.4029,104.4173,1.5385,95.2187,1.9541,74.9669,2.484,58.9739,2.7627,53.0251,3.3954,43.1444,4.9776,29.4303,1.9057,1.7389,1.573,1.2848,1.4142,1.3614,1.2639,1.1279,3.0519,3.1836,3.2919,3.2132,1.6371,1.6184,1.5147,1.2831
limb1263,lim,lim_Latn,997,,,,Limburgish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > West Middle German > Middle Franconian > Ripuarian,Indo-European > Germanic > West Germanic > High German > Middle German > West Middle German > Ripuarian,2.1068,63.7202,2.4894,53.9278,2.9098,46.1374,4.3397,30.9348,2.9419,45.6329,3.3853,39.656,4.2449,31.6259,5.7209,23.4664,1.2622,106.3611,1.3257,101.2658,1.4278,94.0281,1.7532,76.5747,2.4168,55.5476,2.6595,50.4784,3.1892,42.0943,4.3894,30.5848,1.7797,1.6432,1.5142,1.3417,1.2712,1.2088,1.1065,1.0232,2.9186,3.0875,3.2508,3.2821,1.542,1.5407,1.4778,1.3334
ling1263,lin,lin_Latn,997,,501902.0,498891.0,Lingala,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > North Zaire River > Rivers Bantu > Ngiri > Ngiri Riverain Ubangi > Ngiri Riverain Ubangi-Ripuaire > Bobangic > Bobangic Riverain > Bobangi-Bangala-Lingala > Lingala-Bangala,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > North Zaire River,1.9377,70.1685,2.2722,59.8395,2.7276,49.8475,5.0275,27.0441,2.6619,51.0772,3.085,44.0722,4.061,33.4804,6.7154,20.2467,1.1572,117.4915,1.1931,113.9559,1.2496,108.8054,1.4531,93.5657,2.2241,61.1314,2.4704,55.0381,3.0931,43.9569,5.1194,26.5587,1.9598,1.8233,1.6359,1.1729,1.4229,1.3434,1.1714,0.8828,3.224,3.4744,3.7617,4.0104,1.697,1.6799,1.5432,1.1579
lith1251,lit,lit_Latn,997,,340817538.0,338435623.0,Lithuanian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic,Indo-European > Balto-Slavic > Eastern Baltic,2.0574,65.6098,2.6037,51.8435,3.2877,41.0572,6.2092,21.7392,2.755,48.996,3.3202,40.655,4.7283,28.5476,7.7755,17.3601,1.1094,121.668,1.1326,119.1755,1.1666,115.7101,1.2684,106.4203,2.5278,53.3992,2.908,46.4173,3.8252,35.2879,6.3005,21.4243,1.8325,1.5797,1.3474,0.9428,1.3649,1.2392,0.9988,0.7569,3.3386,3.6336,4.0004,4.5613,1.4823,1.4167,1.2388,0.9341
ladi1250,lld,lld_Latn,997,,,,Ladin (Val Badia),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance,2.0869,66.1484,2.5493,54.1515,3.079,44.8345,5.3677,25.7182,2.8717,48.0712,3.3028,41.7974,4.192,32.9308,5.9166,23.332,1.1816,116.8275,1.2279,112.4293,1.299,106.2758,1.5236,90.6048,2.4752,55.7723,2.7635,49.9539,3.4899,39.5567,5.4381,25.3852,1.8475,1.65,1.4714,1.1154,1.3392,1.274,1.1522,1.0173,3.2058,3.4279,3.6742,3.8835,1.5482,1.5247,1.3887,1.1067
gard1241,lld,lld_Latn_gard1241,997,,,,Ladin (Gherdëina),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Ladin,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Ladin,2.0785,66.7111,2.5335,54.7312,3.0594,45.323,5.253,26.3962,2.8989,47.8325,3.34,41.5155,4.186,33.1244,5.7988,23.9117,1.1712,118.3902,1.2145,114.1685,1.2816,108.1926,1.5055,92.1053,2.4534,56.5186,2.7414,50.5807,3.4595,40.0812,5.2791,26.2658,1.8633,1.6676,1.4874,1.1448,1.3325,1.2654,1.1589,1.0426,3.2487,3.4809,3.7405,3.9478,1.5689,1.5438,1.4071,1.1451
