Code,Script,Glottocode,Name,Notes,Family,Subfamily_1,Subfamily_2,Full_Classification,Minimal Full Classification,Language,Code_orig,Sentences,Script_Name,Script_Type,Script_Tier,Bytes_Per_Char,cc_pages,cc_urls,prem_raw_entropy_t_1.1904,prem_raw_entropy_t_1.3340,prem_raw_entropy_t_1.4946,prem_raw_entropy_t_1.7988,prem_raw_monotonicity_t_0.2359,prem_raw_monotonicity_t_0.3662,prem_raw_monotonicity_t_0.5928,prem_raw_monotonicity_t_0.9496,prem_raw_combined_t_0.2359,prem_raw_combined_t_0.3662,prem_raw_combined_t_0.5928,prem_raw_combined_t_0.9496,prem_norm_entropy_t_0.4072,prem_norm_entropy_t_0.5293,prem_norm_entropy_t_0.7222,prem_norm_entropy_t_1.0371,prem_norm_monotonicity_t_0.2480,prem_norm_monotonicity_t_0.3887,prem_norm_monotonicity_t_0.6260,prem_norm_monotonicity_t_1.0039,prem_norm_combined_t_0.2480,prem_norm_combined_t_0.3887,prem_norm_combined_t_0.6260,prem_norm_combined_t_1.0039
kat,Geor,nucl1302,Georgian,,Kartvelian,Georgian-Zan,Georgic,Kartvelian > Georgian-Zan > Georgic,Kartvelian,Georgian,kat_Geor,997,Georgian,Alphabet,2,2 bytes,79782785,79423527,3.4375,3.6998,4.0948,4.8521,3.4324,3.7432,4.2555,5.1885,5.0605,5.1667,5.362,5.6834,3.2968,3.5347,3.8949,4.2206,3.4176,3.7282,4.2217,5.1158,4.8569,4.9685,5.1567,5.4877
kaz,Cyrl,kaza1248,Kazakh,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > South Kipchak,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > South Kipchak,Kazakh,kaz_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,49599181,49321690,4.7465,4.7419,4.6306,3.8645,2.8549,2.7909,2.4911,1.7544,4.0347,3.7375,3.1024,1.9257,2.1998,2.1357,2.0063,1.6423,3.0169,3.0711,3.0309,2.7583,2.7423,2.7354,2.6496,2.3259
kbp,Latn,kabi1261,Kabiyè,,Atlantic-Congo,Volta-Congo,North Volta-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Southern Central Gur > Grusi > East-West Grusi > Eastern Grusi > Kabiyeic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Southern Central Gur,Kabiyè,kbp_Latn,997,Latin,Alphabet,1,1 byte,,,4.4556,4.8746,5.4034,6.3121,1.981,1.8806,1.6206,1.1817,2.9963,2.6485,2.0705,1.305,1.9629,1.8512,1.5702,0.9197,2.0801,2.0371,1.8834,1.5652,1.9122,1.7799,1.536,1.1359
kea,Latn,kabu1256,Kabuverdianu,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Kabuverdianu,kea_Latn,997,Latin,Alphabet,1,1 byte,,,2.9334,3.1327,3.3467,3.5238,1.4843,1.4685,1.3584,1.0864,2.1654,2.0097,1.7047,1.19,1.2537,1.1865,1.0648,0.9262,1.5124,1.5152,1.4512,1.2448,1.4362,1.4123,1.3308,1.0857
khk,Cyrl,halh1238,Halh Mongolian (Cyrillic script),,Mongolic-Khitan,Mongolic,Eastern Mongolic,Mongolic-Khitan > Mongolic > Eastern Mongolic > Khalkha-Buriat > Mongolian,Mongolic-Khitan,Halh Mongolian (Cyrillic),khk_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,,,4.5135,4.4438,4.3049,3.8413,2.9884,3.0245,2.8867,2.2567,4.2356,4.0709,3.6215,2.4937,2.3366,2.3264,2.2475,1.8346,3.1023,3.2283,3.322,3.2471,3.0095,3.0296,3.016,2.8029
khm,Khmr,cent1989,Khmer (Central),,Austroasiatic,Khmeric,,Austroasiatic > Khmeric,Austroasiatic > Khmeric,Khmer,khm_Khmr,997,Khmer,Abugida,3,3 bytes,18592345,18501397,3.9162,4.2294,4.6956,5.6296,6.0064,5.7504,5.2211,5.719,5.7207,5.8364,6.0428,6.3179,3.6069,3.8641,4.251,4.7968,5.4314,4.8537,4.6947,5.4264,5.2877,5.4056,5.6057,5.9214
kik,Latn,kiku1240,Kikuyu,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Central Kenya Bantu > Gikuyu-Temi,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Central Kenya Bantu > Gikuyu-Temi,Kikuyu,kik_Latn,997,Latin,Alphabet,1,1 byte,,,4.0969,4.4694,4.9413,5.7148,1.782,1.6745,1.4278,1.0352,2.6565,2.3309,1.8116,1.1379,1.6574,1.4899,1.187,0.9151,1.8812,1.8328,1.6854,1.4036,1.7012,1.6208,1.4461,1.1202
kin,Latn,kiny1244,Kinyarwanda,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > West Highlands Kivu,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu,Kinyarwanda,kin_Latn,997,Latin,Alphabet,1,1 byte,3922986,3902109,3.5619,3.8709,4.2466,4.6791,1.7451,1.7166,1.5383,1.0915,2.5858,2.378,1.9443,1.2,1.4827,1.3851,1.1627,0.8485,1.8047,1.8207,1.7554,1.4822,1.7004,1.6718,1.5633,1.247
kir,Cyrl,kirg1245,Kyrgyz,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > East Kipchak,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Southeast Kipchak > East Kipchak,Kyrgyz,kir_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,13210321,13166423,4.3028,4.2708,4.1424,3.4811,2.895,2.8788,2.6519,1.9519,3.9888,3.7674,3.2536,2.1402,2.1956,2.1432,2.0166,1.6515,3.0227,3.1026,3.1135,2.887,2.7095,2.7013,2.6298,2.3527
kjh,Cyrl,khak1248,Khakas,,Turkic,Common Turkic,South Siberian Turkic,Turkic > Common Turkic > South Siberian Turkic > Sayan-Yenisei Turkic > Yenisey Turkic,Turkic > Common Turkic > South Siberian Turkic > Yenisey Turkic,Khakas,kjh_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,,,4.586,4.5214,4.3794,3.6678,3.0332,2.9739,2.6623,1.9219,4.101,3.8347,3.246,2.1006,2.3583,2.2972,2.1612,1.8286,3.1902,3.2521,3.2013,2.9168,2.8425,2.8211,2.7241,2.4305
kmb,Latn,kimb1241,Kimbundu,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Njila > Northern Njila > Mbundu (H.20),Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Njila > Northern Njila,Kimbundu,kmb_Latn,997,Latin,Alphabet,1,1 byte,,,3.4502,3.7317,4.0598,4.3278,1.7379,1.726,1.5797,1.1415,2.5984,2.4111,2.01,1.2589,1.4599,1.3906,1.224,0.9014,1.7963,1.8294,1.7949,1.5728,1.7435,1.721,1.6257,1.3368
kmr,Latn,nort2641,Northern Kurdish,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Central Iranian PBS > Central Iranian PB > Northwestern Iranian > Laki-Kurdish > Kurdish,Indo-European > Indo-Iranian > Iranian-Nuristani > Central Iranian PBS,Northern Kurdish,kmr_Latn,997,Latin,Alphabet,1,1 byte,12098280,12051123,3.5597,3.8976,4.3287,5.018,1.5991,1.5544,1.3918,1.009,2.4146,2.1895,1.7827,1.1173,1.3543,1.2356,1.0353,0.9103,1.6805,1.6843,1.6255,1.4322,1.5102,1.4841,1.4121,1.1942
knc,Arab,cent2050,Central Kanuri (Arabic script),,Saharan,Western Saharan,Kanuri-Kanembu,Saharan > Western Saharan > Kanuri-Kanembu > Kanuric > East Kanuri,Saharan,Central Kanuri (Arabic),knc_Arab,997,Arabic,Abjad,2,2 bytes,,,3.0267,2.8687,2.8149,2.8107,2.6466,2.7604,2.8652,2.7588,3.5081,3.4924,3.3965,2.9519,1.9612,1.9966,2.0015,1.8248,2.7041,2.8622,3.0677,3.305,2.7211,2.776,2.8511,2.8701
knc,Latn,cent2050,Central Kanuri (Latin script),,Saharan,Western Saharan,Kanuri-Kanembu,Saharan > Western Saharan > Kanuri-Kanembu > Kanuric > East Kanuri,Saharan,Central Kanuri (Latin),knc_Latn,997,Latin,Alphabet,1,1 byte,,,3.3884,3.6977,4.0923,4.7501,1.5973,1.5557,1.4062,1.096,2.3767,2.1619,1.7784,1.2012,1.5239,1.4064,1.1684,0.7807,1.6318,1.6132,1.5126,1.2667,1.5655,1.4844,1.3118,0.9777
kor,Hang,kore1280,Korean,,Koreanic,,,Koreanic,Koreanic,Korean,kor_Hang,997,Hangul,Alphabet,3,3 bytes,1405630472,1399528315,2.2763,2.2197,2.0784,1.7386,1.8233,1.8205,1.7337,1.4892,2.1867,2.1028,1.9106,1.5507,1.2941,1.2315,1.1568,1.0832,1.8429,1.8496,1.7869,1.5789,1.4387,1.4236,1.3568,1.185
ktu,Latn,kitu1246,Kituba (DRC),,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > West-Coastal Bantu > Nzadic > Lweric > Dingic > Loange-Atlantic > KLC Extended > Kikongo Language Cluster > Nuclear KLC > Kikongoic > Kambakunyic Kikongo > Kilaadic Kikongo > Central-Southern Kikongo > Southeastern Kikongo > Southern Kikongo > Koongo-Kituba,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > West-Coastal Bantu,Kanuri (Latin),ktu_Latn,997,Latin,Alphabet,1,1 byte,,,3.3825,3.6331,3.9118,4.0765,1.8275,1.8114,1.6594,1.2253,2.6891,2.4972,2.099,1.3511,1.5213,1.4641,1.3192,0.9479,1.8748,1.8993,1.8315,1.5658,1.8747,1.8383,1.7132,1.3814
lao,Laoo,laoo1244,Lao,,Tai-Kadai,Kam-Tai,Daic-Beic,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Thai PH > Lao-Thai,Tai-Kadai > Southwestern Thai PH,Lao,lao_Laoo,997,Lao,Abugida,3,3 bytes,6916724,6876348,3.5918,3.7926,4.1566,4.9436,4.9005,4.885,4.7855,5.1251,5.0755,5.1696,5.3333,5.5654,3.1379,3.3553,3.7207,4.2232,4.5519,4.3645,4.2487,4.8199,4.6258,4.7282,4.8996,5.1878
lij,Latn,geno1240,Ligurian (Genoese),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Ligurian,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Ligurian,Ligurian,lij_Latn,997,Latin,Alphabet,1,1 byte,,,3.0519,3.1836,3.2919,3.2132,1.6371,1.6184,1.5147,1.2831,2.2651,2.1133,1.83,1.3817,1.4142,1.3614,1.2639,1.1279,1.6579,1.6488,1.5705,1.3736,1.5452,1.5196,1.4388,1.2129
lim,Latn,limb1263,Limburgish,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > West Middle German > Middle Franconian > Ripuarian,Indo-European > Germanic > West Germanic > High German > Middle German > West Middle German > Ripuarian,Limburgish,lim_Latn,997,Latin,Alphabet,1,1 byte,,,2.9186,3.0875,3.2508,3.2821,1.542,1.5407,1.4778,1.3334,2.2027,2.0661,1.8334,1.4549,1.2712,1.2087,1.1065,1.0232,1.554,1.5631,1.5178,1.4059,1.4468,1.4315,1.3795,1.2312
lin,Latn,ling1263,Lingala,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > North Zaire River > Rivers Bantu > Ngiri > Ngiri Riverain Ubangi > Ngiri Riverain Ubangi-Ripuaire > Bobangic > Bobangic Riverain > Bobangi-Bangala-Lingala > Lingala-Bangala,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > North Zaire River,Lingala,lin_Latn,997,Latin,Alphabet,1,1 byte,501902,498891,3.224,3.4744,3.7617,4.0104,1.697,1.6799,1.5432,1.1579,2.4932,2.3166,1.9487,1.2768,1.4229,1.3434,1.1714,0.8828,1.7401,1.7582,1.6961,1.4573,1.6782,1.6506,1.5466,1.2559
lit,Latn,lith1251,Lithuanian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic,Indo-European > Balto-Slavic > Eastern Baltic,Lithuanian,lit_Latn,997,Latin,Alphabet,1,1 byte,340817538,338435623,3.3386,3.6336,4.0004,4.5613,1.4823,1.4167,1.2388,0.9341,2.2009,1.9638,1.5664,1.0302,1.3649,1.2392,0.9988,0.7569,1.5479,1.5287,1.4301,1.2116,1.4419,1.3913,1.265,1.0083
lld,Latn,ladi1250,Ladin (Val Badia),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance,Ladin,lld_Latn,997,Latin,Alphabet,1,1 byte,,,3.2058,3.4279,3.6742,3.8835,1.5482,1.5247,1.3887,1.1067,2.2448,2.0731,1.7342,1.2122,1.3392,1.274,1.1522,1.0173,1.5898,1.5925,1.518,1.3207,1.5026,1.4821,1.3987,1.1663
lld,Latn,gard1241,Ladin (Gherdëina),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Ladin,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Ladin,Ladin (Gardena),lld_Latn_gard1241,997,Latin,Alphabet,1,1 byte,,,3.2487,3.4809,3.7405,3.9478,1.5689,1.5438,1.4071,1.1451,2.2801,2.1018,1.7505,1.2457,1.3325,1.2654,1.1589,1.0426,1.613,1.6146,1.5497,1.3644,1.5259,1.5073,1.4314,1.2128
lmo,Latn,lomb1257,Lombard,[1],Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Piemontese-Lombard,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Italian > Piemontese-Lombard,Lombard,lmo_Latn,997,Latin,Alphabet,1,1 byte,,,3.174,3.3584,3.5526,3.6374,1.6585,1.6431,1.542,1.3127,2.3436,2.1832,1.8878,1.4266,1.4389,1.3781,1.2551,1.1014,1.6818,1.6804,1.6094,1.4228,1.6156,1.586,1.4899,1.2493
ltg,Latn,east2282,Latgalian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic > Latvian,Indo-European > Balto-Slavic > Eastern Baltic > Latvian,Latgalian,ltg_Latn,997,Latin,Alphabet,1,1 byte,,,3.3147,3.6189,4.0068,4.6423,1.4197,1.3621,1.2055,0.907,2.132,1.9091,1.5383,1.0028,1.3319,1.1939,0.9424,0.7292,1.4952,1.479,1.4002,1.2198,1.3826,1.3337,1.2317,1.002
ltz,Latn,luxe1241,Luxembourgish,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > West Middle German > Middle Franconian,Indo-European > Germanic > West Germanic > High German > Middle German > West Middle German,Luxembourgish,ltz_Latn,997,Latin,Alphabet,1,1 byte,7189640,7155303,3.2275,3.4325,3.6521,3.7533,1.5649,1.5431,1.4678,1.3682,2.2678,2.1009,1.8378,1.4998,1.3224,1.2295,1.0801,0.9695,1.5754,1.5616,1.4942,1.4075,1.4064,1.3801,1.3224,1.2058
lua,Latn,luba1249,Luba-Kasai,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Luban > Luba-Kaonde > Lubaic > Bangubangu-Kasai,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Luban,Luba-Kasai,lua_Latn,997,Latin,Alphabet,1,1 byte,,,3.3264,3.5987,3.8902,4.057,1.7064,1.6943,1.5419,1.0945,2.5431,2.3585,1.9583,1.2049,1.4068,1.3419,1.189,0.8697,1.7624,1.7917,1.7529,1.5198,1.688,1.661,1.5642,1.2829
lug,Latn,gand1255,Ganda,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > West Nyanza > North Nyanza,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > West Nyanza,Ganda,lug_Latn,997,Latin,Alphabet,1,1 byte,370540,368633,3.2542,3.5399,3.8854,4.2659,1.5648,1.545,1.3923,0.9621,2.3437,2.1601,1.7699,1.0576,1.3586,1.2731,1.0635,0.7345,1.6227,1.6529,1.6161,1.4014,1.5441,1.5216,1.4317,1.1606
luo,Latn,luok1236,Luo,,Nilotic,Western Nilotic,Lwoo,Nilotic > Western Nilotic > Lwoo > Southern Lwoo > Adhola-Alur-Luo > Adhola-Luo,Nilotic > Lwoo,Luo,luo_Latn,997,Latin,Alphabet,1,1 byte,,,3.2777,3.5633,3.9047,4.241,1.584,1.5823,1.4989,1.1487,2.3615,2.2085,1.9074,1.264,1.3624,1.2863,1.134,0.9051,1.6316,1.6619,1.6441,1.4942,1.6008,1.5848,1.5189,1.294
lus,Latn,lush1249,Mizo,,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin,Sino-Tibetan > Kuki-Chin-Naga > Kuki-Chin > Central Kuki-Chin > Core Central Kuki-Chin > Mizoic,Sino-Tibetan > Kuki-Chin-Naga > Kuki-Chin,Mizo,lus_Latn,997,Latin,Alphabet,1,1 byte,,,3.2798,3.5491,3.872,4.1973,1.6076,1.6019,1.4902,1.12,2.3563,2.1968,1.8655,1.2233,1.4278,1.3702,1.2346,1.0069,1.6469,1.6678,1.6205,1.3985,1.6646,1.6463,1.552,1.254
lvs,Latn,stan1325,Standard Latvian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic > Latvian > Low Latvian,Indo-European > Balto-Slavic > Eastern Baltic > Latvian > Low Latvian,Latvian,lvs_Latn,997,Latin,Alphabet,1,1 byte,187747266,186329970,3.4937,3.7979,4.1847,4.8301,1.5156,1.4841,1.3495,1.0639,2.2671,2.073,1.7181,1.1773,1.4485,1.2967,1.0265,0.7816,1.5771,1.5807,1.5281,1.3637,1.4973,1.4547,1.3539,1.112
mag,Deva,maga1260,Magahi,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari,Magahi,mag_Deva,997,Devanagari,Abugida,3,3 bytes,,,2.6599,2.8255,3.0461,3.1967,3.5185,3.6736,3.7288,3.6378,3.8872,3.9667,4.11,3.9787,2.4827,2.5746,2.6241,2.6823,3.4904,3.6261,3.487,3.4677,3.5334,3.615,3.7501,3.7437
mai,Deva,mait1250,Maithili,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari,Maithili,mai_Deva,997,Devanagari,Abugida,3,3 bytes,,,2.7445,2.9223,3.1655,3.4386,3.5793,3.73,3.8018,3.8244,4.0224,4.1048,4.2517,4.1868,2.5563,2.6701,2.7768,2.8755,3.5439,3.6712,3.5356,3.6541,3.6633,3.7478,3.8887,3.9492
mal,Mlym,mala1464,Malayalam,,Dravidian,South Dravidian,South Dravidian I,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Malayalamoid,Dravidian > South Dravidian I > Tamil-Kota > Malayalamoid,Malayalam,mal_Mlym,997,Malayalam,Abugida,3,3 bytes,42323749,42163531,3.3141,3.4616,3.7254,4.2139,4.9732,5.0108,4.8445,4.627,4.7418,4.8314,4.9331,4.8696,2.9449,3.0935,3.3302,3.6589,4.8796,4.8349,4.5568,4.3468,4.2504,4.3487,4.5016,4.5827
mar,Deva,mara1378,Marathi,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Marathic > Marathi-Konkani > Old-Modern Marathi > Modern Marathi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Old-Modern Marathi,Marathi,mar_Deva,997,Devanagari,Abugida,3,3 bytes,39315064,39068391,2.9507,3.0998,3.3103,3.4789,3.7108,3.8447,3.9316,3.9112,4.2582,4.341,4.4919,4.2904,2.6777,2.7603,2.8328,2.8969,3.6819,3.7941,3.7696,3.7647,3.7915,3.8786,4.0191,4.067
mfe,Latn,mori1278,Mauritian Creole,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Isle-de-France Creole,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Isle-de-France Creole,Morisyen,mfe_Latn,997,Latin,Alphabet,1,1 byte,234376,233209,2.8668,3.1077,3.4042,3.763,1.3209,1.3188,1.2442,1.0086,1.9605,1.8322,1.578,1.1103,1.1554,1.0813,0.9554,0.8652,1.3565,1.372,1.3519,1.2256,1.3201,1.3134,1.2738,1.1
mhr,Cyrl,gras1239,Meadow Mari,,Uralic,Mari,Eastern Mari,Uralic > Mari > Eastern Mari,Uralic > Mari,Eastern Mari,mhr_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,,,3.792,3.712,3.5438,2.9648,2.9474,2.9488,2.7587,2.1194,3.8223,3.6733,3.284,2.3127,2.216,2.1612,2.0583,1.7789,3.0631,3.1518,3.1722,2.9707,2.7598,2.7584,2.7004,2.4875
min,Arab,mina1268,Minangkabau (Jawi script),,Austronesian,Malayo-Polynesian,Malayo-Chamic,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,Minangkabau (Arabic),min_Arab,997,Arabic,Abjad,2,2 bytes,,,4.6025,4.5287,4.1649,3.3394,2.6055,2.5362,2.2539,1.4882,3.7808,3.4913,2.8643,1.6431,2.0518,2.0408,1.976,1.705,2.8177,2.9026,2.9464,2.8722,2.7291,2.7564,2.7513,2.5442
min,Latn,mina1268,Minangkabau (Latin script),,Austronesian,Malayo-Polynesian,Malayo-Chamic,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,Minangkabau (Latin),min_Latn,997,Latin,Alphabet,1,1 byte,,,2.9406,3.0864,3.2044,3.2133,1.5652,1.5826,1.5337,1.2793,2.2448,2.1348,1.9044,1.3947,1.3699,1.3055,1.1522,0.9242,1.5857,1.6193,1.607,1.4511,1.5802,1.5659,1.5113,1.3009
mkd,Cyrl,mace1250,Macedonian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic > Macedo-Bulgarian,Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic,Macedonian,mkd_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,60622784,60352079,2.1362,1.9538,1.7782,1.5035,2.8255,2.7646,2.4962,1.904,2.5084,2.484,2.3925,1.9188,1.8721,1.8075,1.7101,1.5876,2.9637,2.9894,2.9142,2.6201,2.3658,2.3766,2.366,2.2538
mlt,Latn,malt1254,Maltese,,Afro-Asiatic,Semitic,West Semitic,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > North African Arabic > Western Middle Arabic > Maghrebi > Malta-Tunisian Arabic,Afro-Asiatic > Semitic > Central Semitic > Arabian > North African Arabic > Malta-Tunisian Arabic,Maltese,mlt_Latn,997,Latin,Alphabet,1,1 byte,6964896,6886190,3.6261,3.9618,4.3961,5.0931,1.6419,1.6017,1.4499,1.0633,2.4369,2.2233,1.8358,1.1663,1.4568,1.3365,1.1261,0.9244,1.6985,1.6935,1.6227,1.3803,1.5611,1.5256,1.4392,1.152
mni,Beng,mani1292,"Meitei (Manipuri, Bengali script)",,Sino-Tibetan,Kuki-Chin-Naga,,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,Meitei (Bengali),mni_Beng,997,Bengali,Abugida,3,3 bytes,,,3.1052,3.2741,3.545,3.8525,3.9741,4.0886,4.1779,4.1475,4.5007,4.5909,4.7224,4.5289,2.7862,2.8913,2.9859,3.0008,3.9298,4.025,4.0301,3.9615,3.9731,4.0657,4.2178,4.2535
